"exercise_db_id","name","gifUrl","bodyParts","equipments","targetMuscles","secondaryMuscles"
"cWemPG8","dumbbell prone incline hammer curl","https://static.exercisedb.dev/media/cWemPG8.gif","upper arms","dumbbell","biceps","forearms"
"cwsAI4G","dumbbell decline shrug","https://static.exercisedb.dev/media/cwsAI4G.gif","back","dumbbell","traps","shoulders|rhomboids"
"d1GgzTU","l-pull-up","https://static.exercisedb.dev/media/d1GgzTU.gif","back","body weight","lats","biceps|forearms"
"D1xYJAU","dumbbell over bench wrist curl","https://static.exercisedb.dev/media/D1xYJAU.gif","lower arms","dumbbell","forearms","biceps|brachialis"
"d5bTEPV","band step-up","https://static.exercisedb.dev/media/d5bTEPV.gif","upper legs","band","glutes","quadriceps|hamstrings|calves"
"D5yqP2p","lever overhand triceps dip","https://static.exercisedb.dev/media/D5yqP2p.gif","upper arms","leverage machine","triceps","chest|shoulders"
"d7z1Y7V","exercise ball hug","https://static.exercisedb.dev/media/d7z1Y7V.gif","back","stability ball","spine","shoulders|chest"
"d960PgE","barbell seated good morning","https://static.exercisedb.dev/media/d960PgE.gif","upper legs","barbell","glutes","hamstrings|lower back"
"D9qe7CM","pelvic tilt into bridge","https://static.exercisedb.dev/media/D9qe7CM.gif","upper legs","body weight","glutes","hamstrings|core"
"d9Xaxq6","cable russian twists (on stability ball)","https://static.exercisedb.dev/media/d9Xaxq6.gif","waist","cable","abs","obliques|lower back"
"da4cXST","ez-bar close-grip bench press","https://static.exercisedb.dev/media/da4cXST.gif","upper arms","ez barbell","triceps","chest|shoulders"
"daBmy1Y","dumbbell single leg deadlift with stepbox support","https://static.exercisedb.dev/media/daBmy1Y.gif","upper legs","dumbbell","glutes","hamstrings|lower back"
"dAJscVq","cable incline bench row - elite variation","https://static.exercisedb.dev/media/dAJscVq.gif","back","cable","upper back","biceps|rear deltoids"
"dB07vDu","cable one arm lateral bent-over","https://static.exercisedb.dev/media/dB07vDu.gif","chest","cable","pectorals","deltoids|trapezius"
"DB0n8AG","kettlebell front squat","https://static.exercisedb.dev/media/DB0n8AG.gif","upper legs","kettlebell","glutes","quadriceps|hamstrings|calves"
"Db7eEgw","cable concentration extension (on knee)","https://static.exercisedb.dev/media/Db7eEgw.gif","upper arms","cable","triceps","forearms"
"dCJnuVq","medicine ball chest push from 3 point stance","https://static.exercisedb.dev/media/dCJnuVq.gif","chest","medicine ball","pectorals","shoulders|triceps"
"dCPESfR","barbell standing bradford press","https://static.exercisedb.dev/media/dCPESfR.gif","shoulders","barbell","delts","triceps|upper back"
"DeDThfG","seated glute stretch","https://static.exercisedb.dev/media/DeDThfG.gif","upper legs","body weight","glutes","hamstrings"
"DEEqoI2","posterior tibialis stretch","https://static.exercisedb.dev/media/DEEqoI2.gif","lower legs","rope","calves","hamstrings|quadriceps"
"DFGXwZr","world greatest stretch","https://static.exercisedb.dev/media/DFGXwZr.gif","upper legs","body weight","hamstrings","glutes|quadriceps|calves"
"dFSNDOA","barbell seated twist","https://static.exercisedb.dev/media/dFSNDOA.gif","waist","barbell","abs","obliques|lower back"
"dG5Smob","snatch pull","https://static.exercisedb.dev/media/dG5Smob.gif","upper legs","barbell","quads","hamstrings|glutes|calves"
"dG7tG5y","barbell shrug","https://static.exercisedb.dev/media/dG7tG5y.gif","back","barbell","traps","shoulders"
"DgZQ11d","ez barbell decline close grip face press","https://static.exercisedb.dev/media/DgZQ11d.gif","upper arms","ez barbell","triceps","chest|shoulders"
"DhMl549","barbell full squat (back pov)","https://static.exercisedb.dev/media/DhMl549.gif","upper legs","barbell","glutes","quadriceps|hamstrings|calves|core"
"DICPHtq","targeted style single leg calf raise (on a dumbbell)","https://static.exercisedb.dev/media/DICPHtq.gif","lower legs","dumbbell","calves","ankles|feet"
"DIVyqrU","sphinx","https://static.exercisedb.dev/media/DIVyqrU.gif","back","body weight","spine","glutes|hamstrings"
"dK9394r","burpee","https://static.exercisedb.dev/media/dK9394r.gif","cardio","body weight","cardiovascular system","quadriceps|hamstrings|calves|shoulders|chest"
"DKBwJrL","band one arm twisting seated row","https://static.exercisedb.dev/media/DKBwJrL.gif","back","band","upper back","biceps|shoulders"
"dmgMp3n","barbell incline row","https://static.exercisedb.dev/media/dmgMp3n.gif","back","barbell","upper back","biceps|forearms"
"dNFYIU1","lever shoulder press v. 3","https://static.exercisedb.dev/media/dNFYIU1.gif","shoulders","leverage machine","delts","triceps|chest"
"DoEYq4s","sissy squat isolation","https://static.exercisedb.dev/media/DoEYq4s.gif","upper legs","body weight","quads","calves|glutes"
"DOoWcnA","lever chest press","https://static.exercisedb.dev/media/DOoWcnA.gif","chest","leverage machine","pectorals","triceps|shoulders"
"DotAgEF","barbell reverse grip decline bench press","https://static.exercisedb.dev/media/DotAgEF.gif","chest","barbell","pectorals","triceps|shoulders"
"dPmaUaU","dumbbell standing calf raise","https://static.exercisedb.dev/media/dPmaUaU.gif","lower legs","dumbbell","calves","ankles"
"DptumMx","band close-grip pulldown","https://static.exercisedb.dev/media/DptumMx.gif","back","band","lats","biceps|forearms"
"DpWMFP5","cable seated overhead curl","https://static.exercisedb.dev/media/DpWMFP5.gif","upper arms","cable","biceps","forearms|shoulders"
"DQ0cqkT","three bench dip","https://static.exercisedb.dev/media/DQ0cqkT.gif","upper arms","body weight","triceps","chest|shoulders"
"drfGhTV","balance cable incline fly","https://static.exercisedb.dev/media/drfGhTV.gif","chest","cable","pectorals","deltoids|triceps"
"dRTfGZT","lever lateral raise","https://static.exercisedb.dev/media/dRTfGZT.gif","shoulders","leverage machine","delts","traps|upper back"
"Dsfz0Id","ez bar seated close grip concentration curl","https://static.exercisedb.dev/media/Dsfz0Id.gif","upper arms","ez barbell","biceps","forearms"
"DsgkuIt","dumbbell lateral raise","https://static.exercisedb.dev/media/DsgkuIt.gif","shoulders","dumbbell","delts","traps"
"DT14T9T","cable straight arm pulldown (with rope)","https://static.exercisedb.dev/media/DT14T9T.gif","back","cable","lats","biceps|forearms"
"dTg95eZ","knee touch crunch","https://static.exercisedb.dev/media/dTg95eZ.gif","waist","body weight","abs","hip flexors"
"DU5Kkj2","dumbbell standing one arm reverse curl","https://static.exercisedb.dev/media/DU5Kkj2.gif","upper arms","dumbbell","biceps","forearms"
"dU605di","cable pushdown (with rope attachment)","https://static.exercisedb.dev/media/dU605di.gif","upper arms","cable","triceps","forearms"
"DU7I633","barbell reverse grip incline bench press","https://static.exercisedb.dev/media/DU7I633.gif","chest","barbell","pectorals","triceps|shoulders"
"dVeWXf2","chin-up diagonal","https://static.exercisedb.dev/media/dVeWXf2.gif","back","body weight","lats","biceps|forearms"
"DwhEmmE","dumbbell decline bench press","https://static.exercisedb.dev/media/DwhEmmE.gif","chest","dumbbell","pectorals","triceps|shoulders"
"Dx2RIva","triple style sled one leg calf press on leg press","https://static.exercisedb.dev/media/Dx2RIva.gif","lower legs","sled machine","calves","hamstrings|glutes"
"dXz8zjF","cable drag curl","https://static.exercisedb.dev/media/dXz8zjF.gif","upper arms","cable","biceps","forearms"
"dZl9Q27","barbell standing overhead triceps extension","https://static.exercisedb.dev/media/dZl9Q27.gif","upper arms","barbell","triceps","shoulders"
"dzz6BiV","smith sumo squat","https://static.exercisedb.dev/media/dzz6BiV.gif","upper legs","smith machine","glutes","quadriceps|hamstrings|calves"
"e1e76I2","jump rope","https://static.exercisedb.dev/media/e1e76I2.gif","cardio","rope","cardiovascular system","calves|quadriceps|hamstrings|glutes"
"e25F58f","dumbbell one arm reverse fly (with support)","https://static.exercisedb.dev/media/e25F58f.gif","shoulders","dumbbell","delts","trapezius|rhomboids"
"e4aFmFY","weighted front raise","https://static.exercisedb.dev/media/e4aFmFY.gif","shoulders","weighted","delts","biceps|forearms"
"e4ojVhP","dumbbell revers grip biceps curl","https://static.exercisedb.dev/media/e4ojVhP.gif","upper arms","dumbbell","biceps","forearms"
"E4PwJqI","self assisted inverse leg curl","https://static.exercisedb.dev/media/E4PwJqI.gif","upper legs","body weight","hamstrings","glutes|calves"
"E4R8Hz1","band hip lift","https://static.exercisedb.dev/media/E4R8Hz1.gif","upper legs","band","glutes","hamstrings|quadriceps"
"ealLwvX","high knee against wall","https://static.exercisedb.dev/media/ealLwvX.gif","cardio","body weight","cardiovascular system","quadriceps|hamstrings|glutes|calves"
"EAs3xL9","dumbbell reverse fly","https://static.exercisedb.dev/media/EAs3xL9.gif","shoulders","dumbbell","delts","trapezius|rhomboids"
"EcaV7aL","barbell lying close-grip press","https://static.exercisedb.dev/media/EcaV7aL.gif","upper arms","barbell","triceps","chest|shoulders"
"echClj7","barbell squat (on knees) with pure","https://static.exercisedb.dev/media/echClj7.gif","upper legs","barbell","quads","glutes|hamstrings|calves"
"ecl28tP","dumbbell contralateral forward lunge","https://static.exercisedb.dev/media/ecl28tP.gif","upper legs","dumbbell","glutes","quadriceps|hamstrings|calves"
"ecpY0rH","reverse grip machine lat pulldown","https://static.exercisedb.dev/media/ecpY0rH.gif","back","leverage machine","lats","biceps|forearms"
"Eg98Ft9","cable shrug","https://static.exercisedb.dev/media/Eg98Ft9.gif","back","cable","traps","shoulders"
"eGDudUV","cable deadlift","https://static.exercisedb.dev/media/eGDudUV.gif","upper legs","cable","glutes","hamstrings|quadriceps|lower back"
"Eh2v5Iu","scissor jumps (male)","https://static.exercisedb.dev/media/Eh2v5Iu.gif","cardio","body weight","cardiovascular system","quadriceps|hamstrings|calves"
"eHBlPsa","cable one arm preacher curl","https://static.exercisedb.dev/media/eHBlPsa.gif","upper arms","cable","biceps","forearms"
"EIeI8Vf","barbell bench press","https://static.exercisedb.dev/media/EIeI8Vf.gif","chest","barbell","pectorals","triceps|shoulders"
"EIsE3u8","cable one arm bent over row","https://static.exercisedb.dev/media/EIsE3u8.gif","back","cable","upper back","biceps|forearms"
"EKXOMEh","dumbbell rear delt row_shoulder","https://static.exercisedb.dev/media/EKXOMEh.gif","shoulders","dumbbell","delts","trapezius|rhomboids"
"elhhVgj","barbell narrow stance squat","https://static.exercisedb.dev/media/elhhVgj.gif","upper legs","barbell","glutes","quadriceps|hamstrings|calves"
"EmlJR2y","dumbbell standing one arm curl over incline bench","https://static.exercisedb.dev/media/EmlJR2y.gif","upper arms","dumbbell","biceps","forearms"
"EMpUwRI","barbell lying extension","https://static.exercisedb.dev/media/EMpUwRI.gif","upper arms","barbell","triceps","shoulders"
"en550rk","dumbbell seated kickback","https://static.exercisedb.dev/media/en550rk.gif","upper arms","dumbbell","triceps","shoulders"
"EnPivTL","barbell bent arm pullover - powerful variation","https://static.exercisedb.dev/media/EnPivTL.gif","back","barbell","lats","triceps|chest"
"enxnJcM","quarter sit-up","https://static.exercisedb.dev/media/enxnJcM.gif","waist","body weight","abs","hip flexors"
"eOCOwIR","dumbbell lying elbow press","https://static.exercisedb.dev/media/eOCOwIR.gif","upper arms","dumbbell","triceps","chest|shoulders"
"eOG0r6v","cable reverse curl","https://static.exercisedb.dev/media/eOG0r6v.gif","upper arms","cable","biceps","forearms"
"eOrFCnx","dumbbell arnold press v. 2","https://static.exercisedb.dev/media/eOrFCnx.gif","shoulders","dumbbell","delts","triceps|upper chest"
"EpKrFiv","incline push up depth jump with complex","https://static.exercisedb.dev/media/EpKrFiv.gif","chest","body weight","pectorals","triceps|shoulders|core"
"epOSYUZ","modified hindu push-up (male)","https://static.exercisedb.dev/media/epOSYUZ.gif","chest","body weight","pectorals","triceps|shoulders|core"
"EqHIIjJ","barbell reverse preacher curl inclined","https://static.exercisedb.dev/media/EqHIIjJ.gif","upper arms","barbell","biceps","forearms"
"ErqK3UL","posterior step to overhead reach","https://static.exercisedb.dev/media/ErqK3UL.gif","waist","body weight","abs","glutes|hamstrings|quadriceps|shoulders"
"ESOd5Pl","dumbbell incline fly","https://static.exercisedb.dev/media/ESOd5Pl.gif","chest","dumbbell","pectorals","shoulders"
"ETZfAbZ","smith decline bench press","https://static.exercisedb.dev/media/ETZfAbZ.gif","chest","smith machine","pectorals","triceps|shoulders"
"euI1BwR","barbell speed squat","https://static.exercisedb.dev/media/euI1BwR.gif","upper legs","barbell","glutes","quadriceps|hamstrings|calves"
"euq4pwp","band standing twisting crunch","https://static.exercisedb.dev/media/euq4pwp.gif","waist","band","abs","obliques"
"eVxAzgz","incline leg hip raise (leg straight)","https://static.exercisedb.dev/media/eVxAzgz.gif","waist","body weight","abs","hip flexors"
"eXFXCY0","lever seated crunch v. 2","https://static.exercisedb.dev/media/eXFXCY0.gif","waist","leverage machine","abs","obliques|hip flexors"
"eXMFHww","landmine lateral raise","https://static.exercisedb.dev/media/eXMFHww.gif","shoulders","barbell","delts","traps|upper back"
"EyLrNC2","exercise ball alternating arm ups","https://static.exercisedb.dev/media/EyLrNC2.gif","back","stability ball","lats","shoulders|core"
"eYmsEPR","cable reverse wrist curl","https://static.exercisedb.dev/media/eYmsEPR.gif","lower arms","cable","forearms","forearms|wrists"
"eYnzaCm","cable bar lateral pulldown","https://static.exercisedb.dev/media/eYnzaCm.gif","back","cable","lats","biceps|rhomboids|rear deltoids"
"eZ79rbI","cable kneeling rear delt row (with rope) (male) expanded","https://static.exercisedb.dev/media/eZ79rbI.gif","shoulders","cable","delts","trapezius|rhomboids|biceps"
"EZeDVzO","weighted decline sit-up","https://static.exercisedb.dev/media/EZeDVzO.gif","waist","weighted","abs","hip flexors|lower back"
"Ezpnw9d","band reverse wrist curl","https://static.exercisedb.dev/media/Ezpnw9d.gif","lower arms","band","forearms","forearms"
"ezTvXcr","ring dips","https://static.exercisedb.dev/media/ezTvXcr.gif","upper arms","body weight","triceps","chest|shoulders"
"eZyBC3j","barbell bent over row","https://static.exercisedb.dev/media/eZyBC3j.gif","back","barbell","upper back","biceps|forearms"
"f1jf47L","dumbbell seated shoulder press (parallel grip)","https://static.exercisedb.dev/media/f1jf47L.gif","shoulders","dumbbell","delts","triceps|upper back"
"F1KxjBa","dumbbell peacher hammer curl","https://static.exercisedb.dev/media/F1KxjBa.gif","upper arms","dumbbell","biceps","forearms"
"f38OEuO","kneeling lat stretch","https://static.exercisedb.dev/media/f38OEuO.gif","back","body weight","lats","shoulders|triceps"
"F3xgbjF","dumbbell incline biceps curl","https://static.exercisedb.dev/media/F3xgbjF.gif","upper arms","dumbbell","biceps","forearms"
"f4xtKBj","assisted standing pull-up","https://static.exercisedb.dev/media/f4xtKBj.gif","back","leverage machine","lats","biceps|forearms"
"F56Xpw3","fierce weighted straight bar dip","https://static.exercisedb.dev/media/F56Xpw3.gif","chest","weighted","pectorals","triceps|shoulders"
"f7fnAIB","cable squat row (with rope attachment)","https://static.exercisedb.dev/media/f7fnAIB.gif","back","cable","lats","biceps|rhomboids|rear deltoids"
"F7vjXqT","incline push-up (on box)","https://static.exercisedb.dev/media/F7vjXqT.gif","chest","body weight","pectorals","triceps|shoulders"
"f7Y9eDZ","barbell thruster","https://static.exercisedb.dev/media/f7Y9eDZ.gif","shoulders","barbell","delts","quadriceps|glutes|hamstrings|core"
"f91FwXG","lever gripless shrug","https://static.exercisedb.dev/media/f91FwXG.gif","back","leverage machine","traps","shoulders|forearms"
"f9lVSSI","astride jumps (male)","https://static.exercisedb.dev/media/f9lVSSI.gif","cardio","body weight","cardiovascular system","quadriceps|hamstrings|calves"
"faHKVkK","barbell standing wide grip biceps curl","https://static.exercisedb.dev/media/faHKVkK.gif","upper arms","barbell","biceps","forearms"
"FAoIFMw","one arm dip","https://static.exercisedb.dev/media/FAoIFMw.gif","upper arms","body weight","triceps","chest|shoulders"
"fBnPpzd","flexible assisted prone hamstring","https://static.exercisedb.dev/media/fBnPpzd.gif","upper legs","assisted","hamstrings","glutes|lower back"
"Ff18ItA","weighted straight bar dip","https://static.exercisedb.dev/media/Ff18ItA.gif","chest","weighted","pectorals","triceps|shoulders"
"fF6GKVh","chair leg extended stretch with modified","https://static.exercisedb.dev/media/fF6GKVh.gif","upper legs","body weight","quads","hamstrings|calves"
"ffQsyBj","dumbbell one arm standing curl","https://static.exercisedb.dev/media/ffQsyBj.gif","upper arms","dumbbell","biceps","forearms"
"FFRP97T","frog crunch","https://static.exercisedb.dev/media/FFRP97T.gif","waist","body weight","abs","hip flexors"
"fgc9Xdl","cable standing one leg calf raise","https://static.exercisedb.dev/media/fgc9Xdl.gif","lower legs","cable","calves","ankles|feet"
"Fhdtwf3","lever one arm bent over row","https://static.exercisedb.dev/media/Fhdtwf3.gif","back","barbell","upper back","biceps|forearms"
"fhZQPlV","cable twist (up-down)","https://static.exercisedb.dev/media/fhZQPlV.gif","waist","cable","abs","obliques|lower back"
"fI18Rbc","barbell upright row v. 3","https://static.exercisedb.dev/media/fI18Rbc.gif","shoulders","barbell","delts","traps|biceps"
"fjjY3N4","inverted style inverse leg curl (on pull-up cable machine)","https://static.exercisedb.dev/media/fjjY3N4.gif","upper legs","body weight","hamstrings","glutes|calves"
"FkBIE6a","dumbbell lying femoral","https://static.exercisedb.dev/media/FkBIE6a.gif","upper legs","dumbbell","hamstrings","glutes"
"fKZgDEO","single leg calf raise (on a dumbbell)","https://static.exercisedb.dev/media/fKZgDEO.gif","lower legs","dumbbell","calves","ankles|feet"
"fNGumX0","back and forth step","https://static.exercisedb.dev/media/fNGumX0.gif","cardio","body weight","cardiovascular system","quadriceps|hamstrings|glutes|calves"
"fprd84i","ez barbell anti gravity press","https://static.exercisedb.dev/media/fprd84i.gif","shoulders","ez barbell","delts","triceps|chest"
"FQXdXzY","dumbbells seated triceps extension","https://static.exercisedb.dev/media/FQXdXzY.gif","upper arms","dumbbell","triceps","shoulders"
"FS63wTN","dumbbell push press","https://static.exercisedb.dev/media/FS63wTN.gif","shoulders","dumbbell","delts","triceps|core"
"FSD6PGL","dumbbell pullover on exercise ball","https://static.exercisedb.dev/media/FSD6PGL.gif","chest","dumbbell","pectorals","triceps|latissimus dorsi"
"FSF9WOs","wide-grip chest dip on high parallel bars - low variation","https://static.exercisedb.dev/media/FSF9WOs.gif","chest","body weight","pectorals","triceps|shoulders"
"fSrPP6B","triceps press","https://static.exercisedb.dev/media/fSrPP6B.gif","upper arms","body weight","triceps","shoulders"
"fTlkJop","dumbbell side lying one hand raise","https://static.exercisedb.dev/media/fTlkJop.gif","shoulders","dumbbell","delts","trapezius|rhomboids"
"fUBheHs","cable seated row","https://static.exercisedb.dev/media/fUBheHs.gif","back","cable","upper back","biceps|forearms"
"FVM1AUZ","lever t-bar reverse grip row","https://static.exercisedb.dev/media/FVM1AUZ.gif","back","leverage machine","upper back","biceps|forearms"
"FVmZVhk","cable low fly","https://static.exercisedb.dev/media/FVmZVhk.gif","chest","cable","pectorals","deltoids|triceps"
"FWdVhcW","cable standing shoulder external rotation","https://static.exercisedb.dev/media/FWdVhcW.gif","shoulders","cable","delts","rotator cuff|trapezius"
"fXfqg1E","weighted one hand pull up","https://static.exercisedb.dev/media/fXfqg1E.gif","back","weighted","lats","biceps|forearms"
"FxhcxUW","dumbbell seated one leg calf raise - hammer grip","https://static.exercisedb.dev/media/FxhcxUW.gif","lower legs","dumbbell","calves","hamstrings|glutes"
"FY3UdNT","exercise ball on the wall calf raise (tennis ball between ankles)","https://static.exercisedb.dev/media/FY3UdNT.gif","lower legs","dumbbell","calves","hamstrings|quadriceps"
"fY68AyX","dumbbell hammer curl on exercise ball","https://static.exercisedb.dev/media/fY68AyX.gif","upper arms","dumbbell","biceps","forearms"
"fy7Tgy4","dumbbell alternate hammer preacher curl","https://static.exercisedb.dev/media/fy7Tgy4.gif","upper arms","dumbbell","biceps","forearms"
"fZFZ704","weighted russian twist","https://static.exercisedb.dev/media/fZFZ704.gif","waist","weighted","abs","obliques|lower back"
"G08RZcQ","cable curl","https://static.exercisedb.dev/media/G08RZcQ.gif","upper arms","cable","biceps","forearms"
"G1qWW6M","macro style weighted one hand pull up","https://static.exercisedb.dev/media/G1qWW6M.gif","back","weighted","lats","biceps|forearms"
"g2oKspu","curl-up","https://static.exercisedb.dev/media/g2oKspu.gif","waist","body weight","abs","hip flexors"
"g376LuL","sled lying calf press","https://static.exercisedb.dev/media/g376LuL.gif","lower legs","sled machine","calves","hamstrings|glutes"
"G61cXLk","cable kneeling rear delt row (with rope) (male)","https://static.exercisedb.dev/media/G61cXLk.gif","shoulders","cable","delts","trapezius|rhomboids|biceps"
"G70mEAJ","chin-ups (narrow parallel grip)","https://static.exercisedb.dev/media/G70mEAJ.gif","back","body weight","upper back","biceps|forearms"
"G7PXMlT","band vertical pallof press","https://static.exercisedb.dev/media/G7PXMlT.gif","waist","band","abs","obliques|glutes"
"G7xoEzr","barbell sitted alternate leg raise","https://static.exercisedb.dev/media/G7xoEzr.gif","waist","barbell","abs","hip flexors"
"G8dXpNG","ez bar reverse grip bent over row","https://static.exercisedb.dev/media/G8dXpNG.gif","back","ez barbell","upper back","biceps|forearms"
"g9AsZ8P","kettlebell one arm row","https://static.exercisedb.dev/media/g9AsZ8P.gif","back","kettlebell","upper back","biceps|forearms"
"GaSzzuh","back lever","https://static.exercisedb.dev/media/GaSzzuh.gif","back","body weight","upper back","biceps|forearms|core"
"gAwDzB3","cable triceps pushdown (v-bar)","https://static.exercisedb.dev/media/gAwDzB3.gif","upper arms","cable","triceps","forearms"
"Gchi5Tr","cable alternate triceps extension","https://static.exercisedb.dev/media/Gchi5Tr.gif","upper arms","cable","triceps","shoulders"
"GdMa1ET","incline scapula push up","https://static.exercisedb.dev/media/GdMa1ET.gif","chest","body weight","serratus anterior","triceps|shoulders"
"gdPIyyO","hanging pike with intense","https://static.exercisedb.dev/media/gdPIyyO.gif","waist","body weight","abs","hip flexors|shoulders"
"gEyURal","barbell single leg deadlift","https://static.exercisedb.dev/media/gEyURal.gif","upper legs","barbell","glutes","hamstrings|lower back"
"gf3ZjB9","sled closer hack squat","https://static.exercisedb.dev/media/gf3ZjB9.gif","upper legs","sled machine","glutes","quadriceps|hamstrings|calves"
"gfk9kD4","barbell overhead squat","https://static.exercisedb.dev/media/gfk9kD4.gif","upper legs","barbell","quads","glutes|hamstrings|calves|core"
"gFyFj9z","dumbbell step-up lunge","https://static.exercisedb.dev/media/gFyFj9z.gif","upper legs","dumbbell","quads","glutes|hamstrings|calves"
"gGNQmVt","barbell single leg split squat","https://static.exercisedb.dev/media/gGNQmVt.gif","upper legs","barbell","quads","glutes|hamstrings|calves"
"gH5fRsC","dumbbell seated alternate front raise","https://static.exercisedb.dev/media/gH5fRsC.gif","shoulders","dumbbell","delts","trapezius|biceps"
"Gi2BXfK","dumbbell standing alternating tricep kickback","https://static.exercisedb.dev/media/Gi2BXfK.gif","upper arms","dumbbell","triceps","shoulders"
"GibBPPg","glute bridge march","https://static.exercisedb.dev/media/GibBPPg.gif","upper legs","body weight","glutes","hamstrings|quadriceps"
"Gk1r408","weighted close grip chin-up on dip cage","https://static.exercisedb.dev/media/Gk1r408.gif","back","weighted","lats","biceps|forearms"
"GKEH6jj","cable one arm incline press","https://static.exercisedb.dev/media/GKEH6jj.gif","chest","cable","pectorals","deltoids|triceps"
"gKozT8X","dumbbell single leg deadlift","https://static.exercisedb.dev/media/gKozT8X.gif","upper legs","dumbbell","glutes","hamstrings|lower back"
"Gm2Uv1z","exercise ball supine triceps extension","https://static.exercisedb.dev/media/Gm2Uv1z.gif","upper arms","dumbbell","triceps","shoulders"
"gMyx3Qn","high style scapula push-up","https://static.exercisedb.dev/media/gMyx3Qn.gif","chest","body weight","serratus anterior","triceps|shoulders"
"Gn5FwYT","stability ball crunch (full range hands behind head)","https://static.exercisedb.dev/media/Gn5FwYT.gif","waist","stability ball","abs","hip flexors"
"Gnfo4FM","barbell high bar squat","https://static.exercisedb.dev/media/Gnfo4FM.gif","upper legs","barbell","glutes","quadriceps|hamstrings|calves|core"
"GNhAeJ0","dumbbell hammer curls (with arm blaster)","https://static.exercisedb.dev/media/GNhAeJ0.gif","upper arms","dumbbell","biceps","forearms"
"goJ6ezq","cable lateral raise","https://static.exercisedb.dev/media/goJ6ezq.gif","shoulders","cable","delts","traps|triceps"
"GOJKFfO","exercise ball one legged diagonal kick hamstring curl","https://static.exercisedb.dev/media/GOJKFfO.gif","upper legs","stability ball","glutes","hamstrings|calves"
"Gpn4ADc","smith behind neck press","https://static.exercisedb.dev/media/Gpn4ADc.gif","shoulders","smith machine","delts","triceps|upper back"
"GrO65fd","barbell decline bench press","https://static.exercisedb.dev/media/GrO65fd.gif","chest","barbell","pectorals","triceps|shoulders"
"gscGLOU","bodyweight side lying biceps curl","https://static.exercisedb.dev/media/gscGLOU.gif","upper arms","body weight","biceps","forearms"
"GSDioYu","upper back stretch","https://static.exercisedb.dev/media/GSDioYu.gif","back","body weight","upper back","shoulders"
"gSO0KpB","sit-up with arms on chest with mini","https://static.exercisedb.dev/media/gSO0KpB.gif","waist","body weight","abs","hip flexors"
"gSw59a4","dumbbell lying one arm deltoid rear","https://static.exercisedb.dev/media/gSw59a4.gif","shoulders","dumbbell","delts","trapezius|rhomboids"
"gTGciXz","alternating bear crawl","https://static.exercisedb.dev/media/gTGciXz.gif","cardio","body weight","cardiovascular system","core|shoulders|triceps"
"gtO1ErP","weighted three bench dips","https://static.exercisedb.dev/media/gtO1ErP.gif","upper arms","weighted","triceps","chest|shoulders"
"Gu2ENkm","deep smith machine reverse decline close grip bench press","https://static.exercisedb.dev/media/Gu2ENkm.gif","chest","smith machine","pectorals","triceps|shoulders"
"Gu2rNJd","smith chair squat","https://static.exercisedb.dev/media/Gu2rNJd.gif","upper legs","smith machine","quads","glutes|hamstrings|calves"
"gUjqdei","curtsey squat","https://static.exercisedb.dev/media/gUjqdei.gif","upper legs","body weight","glutes","quadriceps|hamstrings|calves"
"GUT8I22","lever deadlift","https://static.exercisedb.dev/media/GUT8I22.gif","upper legs","leverage machine","glutes","hamstrings|quadriceps"
"guT8YnS","biceps pull-up","https://static.exercisedb.dev/media/guT8YnS.gif","upper arms","body weight","biceps","forearms|shoulders"
"gVlnLIJ","cable reverse one arm curl","https://static.exercisedb.dev/media/gVlnLIJ.gif","upper arms","cable","biceps","forearms"
"gvsWLQw","dumbbell concentration curl","https://static.exercisedb.dev/media/gvsWLQw.gif","upper arms","dumbbell","biceps","forearms"
"Gw2HFvW","dumbbell incline one arm fly","https://static.exercisedb.dev/media/Gw2HFvW.gif","chest","dumbbell","pectorals","deltoids|triceps"
"gw9PqGk","full planche push-up","https://static.exercisedb.dev/media/gw9PqGk.gif","chest","body weight","pectorals","shoulders|triceps|core"
"gWcZD4q","horizontal dumbbell standing alternate overhead press","https://static.exercisedb.dev/media/gWcZD4q.gif","shoulders","dumbbell","delts","triceps|core"
"GWoKnIm","weighted cossack squats (male)","https://static.exercisedb.dev/media/GWoKnIm.gif","upper legs","weighted","glutes","quadriceps|hamstrings|calves"
"GwYwElT","self assisted inverse leg curl","https://static.exercisedb.dev/media/GwYwElT.gif","upper legs","body weight","hamstrings","glutes|calves"
"gx7s7uF","barbell incline close grip bench press","https://static.exercisedb.dev/media/gx7s7uF.gif","upper arms","barbell","triceps","chest|shoulders"
"GxDwDX0","assisted lying calves stretch","https://static.exercisedb.dev/media/GxDwDX0.gif","lower legs","assisted","calves","hamstrings"
"Gxg9lDc","barbell rollerout from bench","https://static.exercisedb.dev/media/Gxg9lDc.gif","waist","barbell","abs","shoulders|triceps"
"GXoaSgn","barbell guillotine bench press","https://static.exercisedb.dev/media/GXoaSgn.gif","chest","barbell","pectorals","shoulders|triceps"
"h1ezqSu","kneeling plank tap shoulder (male)","https://static.exercisedb.dev/media/h1ezqSu.gif","waist","body weight","abs","shoulders|triceps"
"H1PESYI","stationary bike run","https://static.exercisedb.dev/media/H1PESYI.gif","cardio","stationary bike","cardiovascular system","quadriceps|hamstrings|calves"
"H1XAdpk","dumbbell biceps curl v sit on bosu ball","https://static.exercisedb.dev/media/H1XAdpk.gif","upper arms","dumbbell","biceps","forearms|shoulders"
